2.289195808484965742e-05 -6.659999999999999432e+01 1.824934002698114011e+00 1.086774246963898127e+00 8.892677284542380156e-02 2.815995772705238309e+01 6.031001208906810973e+01 1.866908743538095439e-01 2.603481940614606215e-04 1.394310480852241907e-01 1.583919814471954545e-04 3.351483606822396766e+00 3.561906111851854701e-03 1.138897153592584495e-04
2.289195808484965742e-05 -6.659999999999999432e+01 1.824934002698114011e+00 1.086774246963898127e+00 8.892677284542380156e-02 2.815995772705238309e+01 6.031001208906810973e+01 1.866908743538095439e-01 2.603481940614606215e-04 1.394310480852241907e-01 1.583919814471954545e-04 3.351483606822396766e+00 3.561906111851854701e-03 1.138897153592584495e-04
7.363834160800239406e-06 -6.659999999999999432e+01 3.430274365359071709e+01 2.115544453319160301e+00 8.787094309081154575e-02 2.260751233011540151e+01 7.196551669224999159e+01 3.434658364987604531e-03 2.189032470742240371e-03 2.285775083385003792e-01 1.390860525524775879e-03 2.426085631242223428e+00 6.684333771563299130e-03 1.077737802937111600e-03
3.624734504089933312e-06 -6.659999999999999432e+01 5.551833685919292272e+00 3.268724777333343212e+00 2.339601768554905037e-01 3.082507133963634871e+01 6.496693738494423087e+01 1.130409544028921215e-01 2.637872283180253425e-03 1.254281849002240046e-01 2.231646102091583775e-03 1.230043714063488203e+01 4.343895192787413165e-03 2.710102070306081960e-03
2.070419900742932396e-05 -6.659999999999999432e+01 3.714512118727064660e+01 2.131596383035565534e-01 9.071342776458708734e-02 1.129642459910788155e+01 7.893772869594501529e+00 5.025676229696075109e-02 2.980767349633622887e-04 9.297320066775113800e-02 2.563703675285242296e-03 5.493521086269674392e+00 2.627824518971082646e-03 6.826735558562466253e-04
9.765366360298952309e-06 -6.659999999999999432e+01 4.920762219635687273e+01 2.508486870867391527e+00 2.360202828099725314e-01 6.836178671384020689e+00 6.491381150841401393e+01 3.589960998428060046e-02 1.045141004691593333e-03 3.226187661844547860e-01 2.580835046644763212e-03 8.308427645786116145e+00 4.800621397190231801e-03 2.651489479102042256e-03
2.770534088253585544e-05 -6.659999999999999432e+01 1.242977354033432569e+01 1.608500796402399236e-01 1.240849292677190796e-01 1.047991810092753262e+01 1.941403644384608640e+01 1.971874489930661167e-01 2.378306705063523360e-03 1.048191392489007667e-01 2.642125957354144253e-03 5.944798614340852438e+00 6.389506754625104250e-03 1.457786868953187811e-03
9.691436588057362160e-06 -6.659999999999999432e+01 1.334346471239479115e+01 2.178154643362849363e+00 1.039939640885167854e-01 2.243099896524172721e+01 7.972752087778431473e+01 8.472995851859958794e-02 6.155156647430754359e-04 3.252052871202318896e-01 2.062868433266196611e-03 1.480004707170428091e+00 3.953835774600008429e-04 3.722552866080590557e-04
2.246970829378370929e-05 -6.659999999999999432e+01 4.169332496276506106e+01 1.647562713456995676e+00 2.806358519981845892e-02 1.477529786774006126e+01 8.835940676302362817e+01 1.115690491444624316e-01 2.632406179299576383e-03 2.810680410991618916e-01 8.567850901079967108e-05 1.070801609726557224e+01 4.780554992047437481e-03 1.700625969108780734e-03
9.759986994687418676e-06 -6.659999999999999432e+01 3.383898948118552141e+01 4.636811096606830440e-01 1.695607752925293588e-01 1.749500447903133704e+01 8.464443804340861277e+01 1.833127318936521311e-01 7.337464842601013840e-04 1.648191621258533190e-01 7.493301005165684675e-04 1.351982310208031102e+01 6.085257421286027063e-03 9.591454786972202157e-04
2.287513599705748790e-05 -6.659999999999999432e+01 3.217622673949900758e+01 6.210468720769330986e-01 2.944809914486439251e-01 2.072583763708216509e+01 6.926052696798521424e+01 1.118254783139041586e-01 2.863434012165963090e-05 1.078781258376882018e-01 1.174207195975156596e-04 1.376115292550917069e+01 6.141943920133767325e-03 2.616715464572162350e-03
1.119402783569140013e-05 -6.659999999999999432e+01 3.535660528535398139e+00 3.385033587366200525e+00 3.647797810753304337e-01 3.611762558548319291e+00 4.356328055522180875e+01 1.641076219629325136e-02 2.067719549168626787e-03 2.504254037145372536e-01 5.498012749176083621e-04 7.111837403902611321e+00 3.869052791768761226e-03 8.553550367230677550e-04
3.110403010000881526e-05 -6.659999999999999432e+01 2.251759444194109605e+01 8.457688600424957404e-01 2.094027042382905213e-01 2.791326999500481421e+01 1.855067832943936779e+01 6.658721783306816022e-02 2.696986208985514399e-03 2.130016443225572487e-01 1.779313523132189725e-03 7.731521222853474207e+00 9.059631942888897449e-04 7.298941418962992100e-04
1.227148755232491666e-05 -6.659999999999999432e+01 3.110234564181470063e+01 9.155823032918531945e-01 8.778585608371189397e-02 3.058788211174698013e+00 5.630604398675919953e+01 4.946034448836594821e-02 2.456251352894141000e-03 2.806987290778941713e-01 3.213965933229653003e-04 3.635243902774518254e+00 4.692570243582958565e-03 6.973765393917454470e-04
5.019198796464780979e-06 -6.659999999999999432e+01 4.914835265418037835e+01 2.215030750209321830e+00 1.840085616787403289e-01 2.997606006482292784e+01 7.179573386488226561e+01 4.148771538061611641e-02 2.871556814945101137e-04 1.423774586098343065e-01 1.721664775526783554e-03 6.990845436073361618e+00 5.107859934937460100e-03 2.124621031715957266e-03
3.504191870938211422e-05 -6.659999999999999432e+01 5.640268853123063586e+00 1.573091016732797387e+00 1.331751880462901938e-01 3.288242639869092443e+01 2.272225865054204164e+01 4.144612524548831056e-02 1.230685287481509543e-03 1.394180804401556339e-01 1.145896369813286962e-03 3.808164074368536767e+00 6.449749944117104221e-03 1.408916234073176281e-03
3.071338784822595674e-05 -6.659999999999999432e+01 2.912815811458085236e+01 2.313174179840848388e-01 3.847265128355107366e-01 3.191512448163070559e+01 8.597746834094586177e+01 1.937645924542116815e-01 2.304065785860140089e-03 5.693524783630721231e-02 1.968046703926807240e-03 3.279825427866410070e+00 2.841068629575227433e-03 2.136740043535154197e-04
1.371252860522243160e-05 -6.659999999999999432e+01 5.173642715545125270e+01 1.049321456223157201e+00 3.026985099326972017e-01 1.754346060766514626e+01 3.803255636725418043e+01 2.001685930702749583e-01 2.697719533640002311e-03 1.826286686959292527e-01 2.892109012098884741e-03 2.416083083915587792e+00 2.120110415732537508e-03 3.042729931943126929e-03
2.076863016952813705e-05 -6.659999999999999432e+01 2.870559559142790462e+01 2.889408848384802830e+00 2.563854376868717269e-02 2.241559468539793798e+01 4.504380067531124610e+01 1.785262728637107277e-01 4.494762657888396991e-04 3.133417832427961014e-01 3.581345058586058415e-04 2.870707328289556770e+00 4.181611592590981502e-03 2.130365744133674768e-03
8.645526075412818761e-06 -6.659999999999999432e+01 6.756106759901780556e+00 3.431830097804350999e+00 9.769497980963437467e-02 2.280566795212786957e+01 5.527674856679296767e+01 8.883182723214536058e-02 1.593034384939426805e-03 1.719828936107844208e-01 3.750790372587842463e-03 3.140805789953656113e+00 5.018828581815014053e-03 7.733791523016189445e-04
1.430507638431097495e-05 -6.659999999999999432e+01 3.543609933834450487e+01 1.181938869652982227e+00 1.243609383590171674e-01 2.874057678937883509e+01 7.257228512987623503e+00 9.691385748501164799e-02 2.705853419368383587e-03 3.247401675807531918e-01 3.309377366934330425e-04 3.271136983336676352e+00 1.902387906008223481e-03 2.932530102431244075e-03
3.140117693740487903e-05 -6.659999999999999432e+01 4.622507085313411324e+01 1.446952498728256264e+00 6.397520515295897214e-02 3.182902594405888408e+01 6.266695144169730725e+01 1.286522465063563436e-01 2.675747586416963187e-03 2.143243167779618763e-01 7.115695308335183130e-05 1.212020978771174384e+01 2.138567053452287373e-03 2.093610159343547994e-03
3.344764905840685409e-05 -6.659999999999999432e+01 7.504780670595287972e+00 4.784563773024080313e-01 4.464676290394452990e-02 2.124804251053437198e+01 2.480271356800096783e+01 1.272353395108236362e-01 1.952381736874681060e-03 6.896899658056215854e-02 2.557961272977878238e-03 4.015892126688759056e+00 3.445652804722621875e-03 2.845729016169184014e-03
3.017607927136389096e-05 -6.659999999999999432e+01 5.322212859369320093e+00 1.652959057126643039e+00 1.093066673670237271e-01 5.147398467020605217e-01 6.860129233102252044e+01 1.339151288974284593e-01 7.298997735851127421e-04 2.424848633602112169e-01 2.230216103829660724e-03 6.414468736904914259e+00 1.366195582335508164e-04 2.653030634253122477e-04
3.148020172547024131e-05 -6.659999999999999432e+01 4.750668750682544328e+01 2.118017387306848409e+00 3.219558918295552519e-01 2.235267833842854301e+01 1.389155959203735513e+01 2.845975239466733142e-02 8.541263270275556169e-04 2.933972856767835258e-01 3.200625938175036701e-03 1.275901423147722724e+01 6.281549023325244500e-03 6.844439270829594116e-04
9.150426129172748883e-06 -6.659999999999999432e+01 5.867698486391058843e+00 3.011913055893003843e+00 3.408379414580520739e-01 1.570914876707761465e+01 5.538914919086454347e+01 3.406863123431645712e-02 2.521877777004559278e-03 2.823028423980311619e-01 3.915540330132629906e-03 1.202742724056669488e+01 6.160562257464504213e-03 1.084508845967094748e-04
2.631547824253611630e-05 -6.659999999999999432e+01 1.779033969651563041e+01 3.586304749673193015e+00 3.096219232058904924e-01 3.297263108628716566e+01 7.208132973634681662e+01 5.729476937219220301e-02 2.139547070559555484e-03 3.814678246529037975e-02 3.502514911458885771e-03 1.272810831860117631e+01 1.606861474984050365e-03 2.569841122158613312e-03
1.657892720302463796e-05 -6.659999999999999432e+01 1.638729532992376292e+01 3.069959370021132727e+00 9.059802002547168165e-02 1.273598812504050048e+00 1.784630610242108162e+01 7.001068032231744231e-02 2.346072508173055546e-03 3.153137894405680930e-01 1.148198308606557206e-03 9.546990434078962195e+00 2.831657571604892770e-03 3.081401917624511204e-03
1.925438727548007916e-05 -6.659999999999999432e+01 4.934185036837710214e+01 4.781250871817162573e-01 3.737181928911221807e-01 7.116399458209156315e+00 8.541002586996947343e+01 5.701764506962743451e-02 3.179331939223484552e-04 1.435111074391533514e-01 2.932351036285170756e-03 4.744000007585011502e+00 4.258824418116111642e-03 1.621209723288539713e-03
1.393182785280156505e-05 -6.659999999999999432e+01 3.049316356073575918e+01 1.009374832147205137e+00 2.740035109333941454e-01 4.447933231284848521e-01 8.216453200797094780e+01 1.135011027184695542e-01 1.957258744705706304e-03 2.427169681219126796e-01 2.702428099748564651e-03 5.484573004539083030e+00 5.533330296450286560e-04 2.096249267315180957e-03
1.199357007028526872e-05 -6.659999999999999432e+01 1.684076565190824226e+01 3.270710237838397649e+00 2.781843373477670966e-01 1.170885563466067403e+01 2.804621404252846872e+01 8.659057672240214054e-02 1.106699998437169364e-03 9.867976006322413951e-02 5.454198334849324429e-04 6.308379682440652836e+00 6.567901037479710429e-03 2.136910564674817433e-03
3.217447865379914634e-05 -6.659999999999999432e+01 3.251638775657300329e+01 1.185570446906652142e+00 2.126962687866713608e-01 3.963116394419882726e-01 2.608175421941110628e+01 9.103815711439666725e-02 1.583141169469895297e-03 2.145596929939293518e-01 1.886056616461621654e-03 6.626525379414038852e+00 1.546519421114880919e-03 1.502346577517731660e-03
3.211721702549099364e-05 -6.659999999999999432e+01 4.189838690758940487e+01 6.852787566088855975e-01 3.616981882278014898e-02 1.982333436199204968e+01 5.646743536736182278e+01 7.144380192684189612e-02 2.222848313005416649e-03 2.456823225098959396e-01 2.711031532544897534e-03 3.439435038192268035e+00 1.445827661127189892e-03 1.073287602876123669e-04
8.985230623497373280e-06 -6.659999999999999432e+01 2.522021149077239599e+01 3.277275223062166010e+00 3.160847955369851248e-02 1.601330049382297460e+01 5.618858737872085385e+01 4.232059483381325066e-02 1.895348818640975796e-03 1.628152875264284316e-01 1.008693826682444464e-03 9.760561978809860761e+00 1.081158022974270522e-04 2.365848172016184973e-03
2.749550787010294369e-05 -6.659999999999999432e+01 6.064874738889936445e+00 1.658944718212731040e+00 7.088920873244454468e-02 3.651452114874196297e+01 4.637042393971621124e+01 1.248068606945001123e-02 6.956740644997379827e-04 2.770520727442746800e-01 1.852207800934038088e-03 1.189035604843462046e+01 4.682895647718217022e-03 3.102362479602360432e-03
2.134212151213623284e-05 -6.659999999999999432e+01 4.990330864883303263e+01 3.436169916226480936e+00 2.373624328206458967e-01 2.751129454536820518e+01 4.521308498772521034e+01 1.739430669070579916e-01 1.496985656293791603e-03 2.928249432375030215e-01 2.992337739829336110e-03 7.102929848331377194e+00 1.860865438202976684e-03 7.999694480225276981e-04
2.282973967773885664e-05 -6.659999999999999432e+01 4.032816624134517269e+01 2.025434236593854020e+00 2.427351667556059134e-01 1.073854110028262809e+01 7.691045752924045686e+00 6.121001169509487916e-02 7.560844607907930750e-04 1.064430661114713489e-01 2.184450308176019966e-03 2.175456749334713891e+00 1.667863077217716277e-03 2.188612386512833827e-03
2.525303622988280263e-05 -6.659999999999999432e+01 3.863294515853812783e+00 1.592064997484195388e+00 2.106662362030673197e-01 1.606358833613693804e+01 1.904974824642890852e+01 8.902189526249948415e-02 2.454691153538861043e-03 1.917657901402716469e-01 2.801256704098283382e-03 1.270083773731724541e+01 5.360211639891083839e-03 1.213852466524684409e-03
5.638015698342519413e-07 -6.659999999999999432e+01 1.880766376886808899e+01 2.910370439163849188e+00 3.291416863594142095e-01 3.634343893675394099e+01 3.768251589157254955e+01 1.567584670682484749e-01 1.492318373784916937e-03 1.979537405548962570e-01 9.156165625961287108e-04 3.362965790473282812e+00 3.081513761677468193e-03 1.216265552863589989e-04
1.220254963810579221e-05 -6.659999999999999432e+01 3.582339947434847716e+01 1.579552984418103767e+00 6.675679929821738690e-02 1.801048903889350683e+01 1.209437976265056491e+01 1.308411877951437263e-01 9.944829381629391365e-05 1.304260975310763127e-01 2.280679733410050872e-03 5.450991829782578790e-01 4.511328617674111724e-03 4.532354260049319800e-04
1.662809996215148227e-05 -6.659999999999999432e+01 3.138543825571416868e+00 1.483454378353094016e+00 8.452431732720619428e-02 1.270929691431807740e+01 6.773286433929820305e+01 8.053500526237541979e-02 2.044667155615132337e-03 2.717552437910126795e-01 1.041592754022872824e-03 1.348090122423586834e+00 2.037423901729838488e-04 1.708238052371988201e-03
3.559675150797857781e-05 -6.659999999999999432e+01 1.871418886485655975e+01 2.516524211421898638e+00 3.016169768591925870e-01 2.496453384114426655e+01 6.711848034807917429e+01 1.985741636162652590e-01 5.619647747104395460e-04 9.837446789964060870e-03 6.450426745310392819e-04 1.997389723856870081e+00 4.695894508092507240e-03 1.784555842387657411e-03
8.037942279708815274e-06 -6.659999999999999432e+01 3.687969188051868485e+01 2.961532101884811752e+00 6.780283199463783828e-02 2.328576822207205410e+01 6.656459527514951446e+01 2.578799641700771361e-02 2.225203120559210435e-03 3.146139822890214877e-01 4.692412262657323489e-04 5.242402903888720989e-01 2.225486950216222590e-03 2.137001775903180599e-03
3.412584350972860042e-05 -6.659999999999999432e+01 2.114111459782670366e+01 2.763778548296048854e+00 3.281605752988230734e-02 2.643028515457608663e+01 5.596703648491451588e+01 2.317439910982699997e-02 2.099588966235639131e-03 2.776836399835181379e-01 2.423674069661389732e-03 1.921698813366301106e+00 6.868361237836681683e-03 2.464300237697865728e-03
1.259284950453097695e-05 -6.659999999999999432e+01 2.278994723787584320e+01 1.450930894705121155e+00 1.966969549854182264e-01 1.325189868459274045e+01 7.549078453371389230e+01 1.722384902620139047e-01 3.102502360507838246e-04 3.133445794428331155e-01 2.563309312712130222e-03 1.229021952080801761e+01 4.957444189737732557e-03 1.385155338970864942e-03
2.621788169464798617e-05 -6.659999999999999432e+01 5.070549718109908355e+01 1.067919053830578280e+00 3.118951322481950394e-01 2.068034385832175914e+01 4.334436630849510408e+01 9.221471834743574791e-02 1.988370230359212763e-03 8.988197595000699258e-02 3.421316073960745715e-03 1.231987088878512182e+01 6.686579581443211724e-04 2.772038698591016738e-03
8.950723050846053023e-06 -6.659999999999999432e+01 2.467822255170296941e+01 2.364779290674629220e+00 1.483017732684878132e-01 1.463535215890009011e+00 7.561172141510597555e+01 3.971448484449800753e-02 5.961963460472218109e-04 2.607524148426998978e-01 1.391211173477889659e-03 1.304644834341752002e+01 4.915119951545579222e-03 8.902084945956764521e-04
7.137658772767360839e-07 -6.659999999999999432e+01 4.980055247996119761e+01 3.648138045029980514e-01 2.783064582233136797e-01 1.880966780528941129e+01 6.746371271625582722e+01 1.449839784248800889e-01 1.759992889715001046e-03 1.616676776832629281e-01 3.187964193198487318e-03 1.511417692327049700e+00 1.601075446545277949e-03 2.181889550950664655e-03
1.114792532590483605e-05 -6.659999999999999432e+01 3.075135154764978296e+01 1.842332352906928650e+00 2.062108940562093762e-01 1.643057831142799685e+01 6.638982850413221115e+01 7.053402730280990129e-02 1.912789524390199692e-03 9.069556764229760870e-02 1.038147454150117584e-03 1.915850023390785140e+00 1.400595984608675546e-03 4.030478686654572385e-04
1.924198959598488016e-05 -6.659999999999999432e+01 4.013980495293625239e+01 7.441986244511485937e-01 8.632500548973055798e-02 1.864448651107615973e+01 6.451498270098413457e+01 2.041597591047332738e-01 1.434648256131484034e-03 9.459500149495898846e-02 4.391785965096302942e-04 2.992210754190408384e+00 1.641754156297149528e-03 5.892119827004447478e-04
8.546450555727138117e-07 -6.659999999999999432e+01 2.828667126468679882e+01 1.084037622034423443e+00 3.752025129898085565e-01 2.125314686867670844e+01 6.212931352362290482e+01 2.821848988802438257e-02 2.357094546136752691e-03 1.616861898706044021e-01 3.504710075970682726e-03 8.559188945965020778e+00 3.313426768858811645e-03 1.400641305885601566e-03
